,Overall Status,CD,COFO ISSUE DATE,DWELLING UNIT CHANGED,ISSUE DATE,JOB ADDRESS,PC SUBMT DATE,PERMIT GROUP,PERMIT NUMBER,PERMIT SUB-TYPE,PERMIT TYPE,SQUARE FOOTAGE,STATUS DESCRIPTION,USE DESCRIPTION,WORK DESCRIPTION,ZIP CODE,ADDRESS COUNT,ISSUE YEAR,PC YEAR
284,Applications Submitted,2.0,,1.0,,11050 W RUNNYMEDE ST,2017-06-12 00:00:00,Building,17014-20000-02778,1 or 2 Family Dwelling,Bldg-Addition,495.0,Reviewed by Supervisor,Accessory Dwelling Unit,Add Second Dwelling Unit To Existing Detached Garage Per Ab 2299 & Sb 1069,91352.0,1.0,,2017.0
285,Applications Submitted,2.0,,1.0,,11051 W LEMAY ST,2017-06-29 00:00:00,Building,17014-20000-03127,1 or 2 Family Dwelling,Bldg-Addition,593.0,Corrections Issued,Accessory Dwelling Unit,"Add 14'-4"" X 15'-10"" And Convert 20'-2"" X 18'-2"" Garage To An Accessory Dwelling Unit Per Ab 2299 & Sb 1069",91606.0,1.0,,2017.0
286,Applications Submitted,2.0,,1.0,,11055 W EMELITA ST,2017-03-14 00:00:00,Building,17014-10000-01073,1 or 2 Family Dwelling,Bldg-Addition,2787.0,Corrections Issued,Accessory Dwelling Unit,"Convert Existing Garage Toadu And Add  Approx.10'X14' To New Adu Per Ab 2299 And Sb 1069. The Work Is Per Wfpp.  ""Comply With Department Order Effective Date 05/27/2014. Permit Will Expire 30 Days From Issuance Date"". All Permits Shall Be For The Same Time Period Limitation. If
Additional Assistance Is Needed, Please Call Inspector Robert Gold At (818)374-9854 Of General Enforcement North.  Ceis Case Number Is 593608.""  ",91601.0,1.0,,2017.0
287,Permits without CofO,2.0,,1.0,2017-03-03 08:22:00,11056 W CALIFA ST,,Building,17016-20000-04118,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Accessory Dwelling Unit,"Convert (E) 27'0"" X 32'0"" Rec. Room To A.D.U. Per Ab 2299 And Sb 1069.",91601.0,1.0,2017.0,
288,Permits with CofO,2.0,,1.0,2014-01-15 13:13:00,11057 W HATTERAS ST,,Building,13010-10000-03480,1 or 2 Family Dwelling,Bldg-New,1200.0,CofO Corrected,Dwelling - Single Family,Propose Detached Irregular Shape 2-Story Sfd In Rear Per Za-120;  30' X 30' (Max 1200 Sf) Over 18.5' X 30' Garage And 5' X 5' Front Porch.  See Comment.,91601.0,1.0,2014.0,
289,Applications Submitted,2.0,,1.0,,11075 W EMELITA ST,2017-03-28 00:00:00,Building,17014-30000-01292,1 or 2 Family Dwelling,Bldg-Addition,1200.0,Reviewed by Supervisor,Accessory Dwelling Unit,Addition To (E) Garage And Convert To Accessory Dwelling Unit Per Ab 2299 And Sb 1069.,91601.0,1.0,,2017.0
290,Permits with CofO,9.0,2014-12-09 15:22:00,1.0,2014-04-16 14:29:00,1108-1110 W 58TH PL,,Building,14016-10000-03174,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,CofO Issued,Duplex,"Existing One Story Sfd Converted For Second Dwelling Unit And Comply With Za Memorandum No.120.  Includes Remodel Work In Both Units And Combined Electrical, Hvac And Plumbing.",90044.0,1.0,2014.0,
291,Permits with CofO,7.0,2006-09-08 14:57:00,1.0,2006-01-05 00:00:00,11088 N DE GARMO AVE,,Building,05010-20000-06885,1 or 2 Family Dwelling,Bldg-New,640.0,CofO Issued,Dwelling - Single Family,New Second Dwelling Unit Per Ab 1866.,91331.0,1.0,2006.0,
292,Permits without CofO,2.0,,1.0,2017-06-06 11:23:00,11093 W WRIGHTWOOD LANE,,Building,17016-20000-08213,1 or 2 Family Dwelling,Bldg-Alter/Repair,729.0,Issued,Accessory Dwelling Unit,Convert Portion Of (E) 4-Car Garage & Storage To New Accessory Dwelling Unit Per Ab 2299 & Sb 1069. New Uncovered Parking Stall In Driveway Provided,91604.0,1.0,2017.0,
293,Permits without CofO,7.0,,1.0,2017-05-15 15:33:00,11101 1/2 N DE HAVEN AVE,,Building,17010-20000-01256,1 or 2 Family Dwelling,Bldg-New,859.0,Issued,Accessory Dwelling Unit,"New 23'-4"" X 42'-2"" Accessory Dwelling Unit Per Ab2299 And Sb1069",91331.0,1.0,2017.0,
294,Permits with CofO,7.0,2010-09-14 09:07:00,,2010-02-09 10:13:00,11101 N DE GARMO AVE,,Building,09010-30000-02188,1 or 2 Family Dwelling,Bldg-New,0.0,CofO Issued,Garage - Private,"New (38'-9"" X 18'-9"") One-Story Type V-B U Occ Three Car Garage For (E) Single Family Dwelling And (N) Accessory Dwelling Unit (09010-30000-02187).

",91331.0,1.0,2010.0,
295,Permits with CofO,7.0,2010-09-14 09:08:00,1.0,2010-02-09 10:13:00,11103 N DE GARMO AVE,,Building,09010-30000-02187,1 or 2 Family Dwelling,Bldg-New,639.0,CofO Issued,Dwelling - Single Family,"New (28' X 24' Irr Shp) One-Story Type V-B R3 Occ Accessory Dwelling Unit (Adu) Pursuant To Per Ab 1866.
Conventional Framing Per Type V Sheet. New Detached Garage Under 09010-30000-02188.",91331.0,1.0,2010.0,
296,Applications Submitted,2.0,,1.0,,11107 W ERWIN ST,2005-12-21 00:00:00,Building,05014-20000-12448,1 or 2 Family Dwelling,Bldg-Addition,595.0,Corrections Issued,Dwelling - Single Family,"10'-3"" X 16' Addition To (E) Recreation Room, And Convert To Sfd Per Ab 1866.  Sfd Will Consist Of 1 Bedroom, 2 Bathrooms, Kitchen, And Living Room.  All Work To Be Per Type V Sheet.",91606.0,1.0,,2005.0
297,Applications Submitted,2.0,,1.0,,11109 W ERWIN ST,2011-06-13 00:00:00,Building,11016-20000-11004,1 or 2 Family Dwelling,Bldg-Alter/Repair,829.0,PC Info Complete,Dwelling - Single Family,Convert Existing 21.08'X39.33' Storage And Garage To A New Second Dwelling Unit Per Zi 120 And Storage Room.,91606.0,1.0,,2011.0
298,Permits with CofO,7.0,2008-03-27 08:06:00,,2007-02-28 00:00:00,11111 N DE HAVEN AVE,,Building,07016-20000-02446,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,CofO Issued,Dwelling - Single Family,Convert Exist 14.25' X 21.75' Patio Cover To Carport.  To Provide Pkg For Comp Space.  Two Std And One Comp Space On Site For New 2nd Dwlg Unit Per Ab 1866.,91331.0,1.0,2007.0,
299,Permits with CofO,7.0,2007-06-15 10:34:00,1.0,2006-05-23 00:00:00,11113 N DE GARMO AVE,,Building,06010-20000-01622,1 or 2 Family Dwelling,Bldg-New,640.0,CofO Issued,Dwelling - Single Family,Proposed 2nd Dwlg Unit Irr 24.67' X 28.17'  Per Ab 1866.  Max 640 Sq Ft.,91331.0,1.0,2006.0,
300,Permits with CofO,7.0,2008-04-02 13:47:00,1.0,2007-02-28 00:00:00,11113 N DE HAVEN AVE,,Building,06014-20000-08836,1 or 2 Family Dwelling,Bldg-New,635.0,CofO Issued,Dwelling - Single Family,New One Story  23.5' X 27' Second Dwelling Unit Per Ab 1866.  635 Sq Ft. Max Size.,91331.0,1.0,2007.0,
301,Permits without CofO,7.0,,1.0,2017-07-28 11:40:00,11117-11119 N ODELL AVE,,Building,17014-20000-03059,1 or 2 Family Dwelling,Bldg-Addition,1789.0,Issued,Dwelling - Single Family,"Add 8'-2"" X 17'-11"" And Convert 19'-11"" X 17'-11"" Garage To Accessory Dwelling Unit Per Ab 2299 & Sb1069",91040.0,1.0,2017.0,
302,Permits with CofO,7.0,2006-01-30 16:56:00,1.0,2005-01-06 00:00:00,11119 N DE GARMO AVE,,Building,04010-20000-05803,1 or 2 Family Dwelling,Bldg-New,588.0,CofO in Progress,Dwelling - Single Family,"(N) 588 S.F. Sfd (2nd Sfd Per Ab 1866) Per Type V Sheet.  Sfd Consists Of 2 Bedrooms, Bathroom, Living Room, And Kitchen.",91331.0,1.0,2005.0,
303,Permits without CofO,5.0,,1.0,2017-04-14 10:22:00,11121 W MONTANA AVE,,Building,16010-30000-05772,1 or 2 Family Dwelling,Bldg-New,456.5,Issued,Accessory Dwelling Unit,New Garage On First Floor And 2nd Floor New Accessory Dwelling Units Per Ab 2299 And Sb 1069,90049.0,1.0,2017.0,
304,Permits without CofO,12.0,,1.0,2016-03-14 07:54:00,11123 N ENCINO AVE,,Building,15010-20000-04623,1 or 2 Family Dwelling,Bldg-New,1163.0,Issued,Dwelling - Single Family,"New Irr. 32'-6""X40'-11"" 2nd Dwelling Unit Per Za Memo 120. Type V Construction. Nfpa-13d Fire Sprinklers Throughout.",91344.0,1.0,2016.0,
305,Applications Submitted,7.0,,1.0,,11125 N PARR AVE,2017-06-16 00:00:00,Building,17014-10000-02868,1 or 2 Family Dwelling,Bldg-Addition,2127.8,Corrections Issued,Duplex,Convert (E) Front Attached Garage To Accessory Dwelling Unit Per Ab1069 And Sd2299; Add 416 Sf To Rear Of (E) Sfd To Create A New Family Room And Bedroom.  Comply With Department Order Effective Date 02/16/2017. Permit Will Expire 30 Days From Issuance Date,91040.0,1.0,,2017.0
306,Applications Submitted,4.0,,1.0,,11125 W SARAH ST,2009-11-04 00:00:00,Building,09016-20000-18202,1 or 2 Family Dwelling,Bldg-Alter/Repair,640.0,Verifications in Progress,Dwelling - Single Family,"Convert Ex Workshop (07vn21458) To New Sfd (40'X16') Per Ab1866. Non-Struct Int Remodel: Construct Non-Bearing Partition Walls To Create Kitchen/Living Rm, Two Bedrms & Bathroom. Remove And Replace Ex 6' Wide Window With 6' Wide Sliding Door. See Comments.",91602.0,1.0,,2009.0
307,Permits without CofO,2.0,,1.0,2017-03-13 12:37:00,11126-11128 W EMELITA ST,,Building,17014-20000-01049,1 or 2 Family Dwelling,Bldg-Addition,280.0,Issued,Accessory Dwelling Unit,14' X 20' Addition To (E) Garage To Convert Into Accessory Dwelling Unit Per Ab 2299 & Sb 1069,91601.0,1.0,2017.0,
308,Permits without CofO,2.0,,1.0,2017-07-18 15:05:00,11135 1/2 W ERWIN ST,,Building,17010-10000-01713,1 or 2 Family Dwelling,Bldg-New,528.0,Issued,Accessory Dwelling Unit,Proposed (N) Detached Accessory Dwelling Unit Per Ab2299. All Structural Works Per Wfpp,91606.0,1.0,2017.0,
309,Applications Submitted,2.0,,1.0,,11136 W EMELITA ST,2017-05-19 00:00:00,Building,17014-20000-02327,1 or 2 Family Dwelling,Bldg-Addition,1154.0,Reviewed by Supervisor,Garage - Private,Convert Rec Room Portion Of (E) Garage/Rec Room To Accessory Dwelling Unit Per Ab 2299 And Sb 1069 And Addition To Adu,91601.0,1.0,,2017.0
310,Applications Submitted,2.0,,1.0,,11147 W LEADWELL ST,2017-06-01 00:00:00,Building,17010-20000-02128,1 or 2 Family Dwelling,Bldg-New,1136.0,Reviewed by Supervisor,Accessory Dwelling Unit,"New 32'0"" X 46'5"" (Irr. Shape) Accessory Dwelling Unit Per Ab 2299 And Sb 1069 ",91352.0,1.0,,2017.0
311,Permits without CofO,4.0,,1.0,2017-04-06 12:29:00,11149 W HORTENSE ST,,Building,17016-20000-03105,1 or 2 Family Dwelling,Bldg-Addition,982.0,Issued,Accessory Dwelling Unit,"Convert Existing 26'-8"" X 32'-3"" Recreation To Accessory Dwelling Unit Per Ab 2299 And Sb 1069 And Add 12'-6"" X 16'-4"" Bedroom/Laundry Room.  ""Comply With Department Order Effective Date
10/10/2016. Permit Will Expire 30 Days From Issuance Date""",91602.0,1.0,2017.0,
312,Permits with CofO,15.0,2016-05-26 10:29:00,1.0,2013-09-17 12:05:00,1115 N KING AVE,,Building,13010-10000-00584,1 or 2 Family Dwelling,Bldg-New,1200.0,CofO Issued,Dwelling - Single Family,New Sfd Over (2) Car Garage Per Ab1866.  Fully Sprinklered With Nfpa-13d.  Related Elec/Hvac/Plumb.  Permit Will Expire 30 Days From Issuance Date.,90744.0,1.0,2013.0,
313,Permits without CofO,15.0,,1.0,2017-07-12 10:56:00,1115 S GRAND AVE,,Building,17016-30000-11022,1 or 2 Family Dwelling,Bldg-Alter/Repair,872.0,Issued,Dwelling - Single Family,Convert (E) Permitted Storage/Laundry/Garage Into (N) Accessory Dwelling Unit With Attached 1-Car Garage Per Ab2299 & Sb1069,90731.0,1.0,2017.0,
314,Permits without CofO,10.0,,1.0,2017-06-23 14:21:00,1115 S LONGWOOD PL,,Building,17016-20000-11277,1 or 2 Family Dwelling,Bldg-Addition,461.0,Issued,Accessory Dwelling Unit,"Remove A 3'-6"" X 18'-4"" Rear Portion Of (E) Detached Garage And Convert Remaining 14'-10"" X 18'-4"" Garage To An Accessory Dwelling Unit Per Ab 2299 & Sb 1069 And Add Irr. 13'-2"" X 27'-9"" To Expand Accessory Dwelling Unit. All Work Per Engr.",90019.0,1.0,2017.0,
315,Permits with CofO,7.0,2005-11-17 12:29:00,1.0,2005-06-08 00:00:00,11150 O'MELVENY AVE,,Building,05010-20000-02182,1 or 2 Family Dwelling,Bldg-New,640.0,CofO Issued,Dwelling - Single Family,"18' 10"" X 34' Second Dwelling Per Ab 1866",91340.0,1.0,2005.0,
316,Permits with CofO,12.0,2017-06-06 15:01:00,1.0,2015-03-04 10:11:00,11153 N LOUISE AVE,,Building,14014-20000-05332,1 or 2 Family Dwelling,Bldg-Addition,2754.0,CofO Issued,Duplex,"New 542 Sf Att. 2nd Dwelling Unit Per Za Memorandum # 120 & 1-Open Pkg Stall, .  (Convert (E) 324 Sf  Breezway  & (E) Gar. To Create The 2nd Dwelling), & New (24'X30') = 720 Sf Two Car Gar. To (E) Sfd.",91344.0,1.0,2015.0,
317,Permits without CofO,7.0,,1.0,2017-06-06 14:29:00,11157-11159 N DE FOE AVE,,Building,17016-20000-14670,1 or 2 Family Dwelling,Bldg-Alter/Repair,420.0,Issued,Dwelling - Single Family,"Convert (E) 21' X 20' Attached Garage And Portion Of (E) Dwelling To An Accessory Dwelling Unit Per Ab 2299 And Sb 1069.

""Comply With Department Order Effective Date
05/23/2017. Permit Will Expire 30 Days From Issuance Date""",91331.0,1.0,2017.0,
318,Permits with CofO,7.0,2006-12-15 11:02:00,1.0,2006-01-27 00:00:00,11167-11169 N GLENOAKS BLVD,,Building,05014-20000-10551,1 or 2 Family Dwelling,Bldg-Addition,640.0,CofO Issued,Duplex,Second Dwelling Addition To Existingsfd Per Ab 1866,91331.0,1.0,2006.0,
319,Permits with CofO,15.0,2012-06-12 11:19:00,1.0,2010-08-13 15:33:00,1117 N MCDONALD AVE,,Building,10016-40000-08920,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,CofO Issued,Duplex,Interior Remodel; Add 3/4 Bath In Garage At Front  And Add Kitchen To  Family Room At Rear And Convert To Second Dwelling Unit As Per Za Memo No 120. Comply With Dpt Order Effective Date 05/11/2010. Permit Will Expire 30 Days From Issuance Date.,90744.0,1.0,2010.0,
320,Applications Submitted,1.0,,1.0,,1120 N EL PASO DR,2016-09-30 00:00:00,Building,16016-10000-23536,1 or 2 Family Dwelling,Bldg-Alter/Repair,854.0,PC Info Complete,Dwelling - Single Family,Convert Existing Garage With Recreation Room To New Second Dwelling Unit (Front Building) Per Ordinance 184510.  And Construct New Attached Carport,90065.0,1.0,,2016.0
321,Permits without CofO,4.0,,1.0,2008-03-24 11:53:00,11201 W BLIX ST,,Building,07010-20000-02863,1 or 2 Family Dwelling,Bldg-New,1167.0,Refund in Progress,Dwelling - Single Family,"New 2 Story 21'X30 Detached Garage With 2nd Dwlg Unit Per Ab-1866 Above, One Bedroom With One Bathroom.",91602.0,1.0,2008.0,
322,Permits with CofO,6.0,,1.0,2007-02-23 00:00:00,11201-11203 W SATICOY ST,,Building,06014-20000-06918,1 or 2 Family Dwelling,Bldg-Addition,2879.0,CofO Corrected,Duplex,1>Addition  2.> Chg Of Use To Two Units <Second Unit Of 640sqft Per State Law Exception>,91352.0,1.0,2007.0,
323,Permits with CofO,15.0,2016-10-19 07:46:00,1.0,2015-09-10 11:54:00,1121 N HYATT AVE,,Building,15010-10000-02664,1 or 2 Family Dwelling,Bldg-New,1182.0,CofO Issued,Dwelling - Single Family,Construct New  1-Story  1182  Sq Ft  Single Family Dwelling Per Ab1866,90744.0,1.0,2015.0,
324,Permits with CofO,8.0,2016-03-10 09:31:00,1.0,2006-03-13 00:00:00,1121 W 37TH ST,,Building,05010-30000-05959,1 or 2 Family Dwelling,Bldg-New,582.0,CofO Issued,Dwelling - Single Family,New 1-Story  Single Family Dwelling (2nd Dwelling On The Lot) And Site Open Parking Spaces (Total 3),90007.0,1.0,2006.0,
325,Permits without CofO,7.0,,1.0,2016-10-18 09:18:00,11211 W SUNBURST ST,,Building,15010-20000-02994,1 or 2 Family Dwelling,Bldg-New,1137.0,Issued,Dwelling - Single Family,"Fully Sprinklered 47'-7"" X 34'-3"" Irreg. Shaped 2nd Dwelling Per Ordinance #184510 With Attached One Car Garage",91342.0,1.0,2016.0,
326,Applications Submitted,12.0,,,,11212 N JELLICO AVE,2017-04-25 00:00:00,Building,17014-20001-00181,1 or 2 Family Dwelling,Bldg-Addition,,Reviewed by Supervisor,,Supplement To 17014-20000-00181 To Add 2nd Story To New Att. Adu Per Ab 2299 And Sb 1069,91344.0,1.0,,2017.0
327,Permits without CofO,2.0,,1.0,2016-12-21 14:34:00,11222 W CALVERT ST,,Building,16010-20000-04484,1 or 2 Family Dwelling,Bldg-New,1165.0,Issued,Dwelling - Single Family,"New 49'7"" X 25' 2nd Dwelling Unit Per Ordinance No. 184510. All Work Per Wfpp.",91606.0,1.0,2016.0,
328,Permits without CofO,14.0,,1.0,2017-05-16 12:11:00,1123 W OAK GROVE DR,,Building,17016-20000-02382,1 or 2 Family Dwelling,Bldg-Alter/Repair,448.0,Issued,Accessory Dwelling Unit,"Convert (E) Garage (448 Sq.Ft.) And (E) Attached Storage At 1st Floor (370  Sq.Ft.)  And (E) Storage At Basement (185.25 Sq.Ft. ) To Accessory Dwelling Unit Per Ab 2299 & Sb 1069 (Total 1,003.75 Sq.Ft.) As Per Wfpp",90041.0,1.0,2017.0,
329,Applications Submitted,7.0,,1.0,,11237 N ADELPHIA AVE,2010-06-21 00:00:00,Building,10014-20000-02261,1 or 2 Family Dwelling,Bldg-Addition,823.0,PC Info Complete,Duplex,"Comply With Dept Order Dated 5/12/10 To Reduce Size And Convert Exist Two Car Garage Into A Bedrm, Add Irr 7' X 8' Bathrm, And Add 19' X 23.17 2nd Unit (441 Sq Ft) Per Za Memo #120. (See Comments)  Permit Will Expire Wtihin 30 Day Of Permit Issuance.",91331.0,1.0,,2010.0
330,Permits without CofO,2.0,,1.0,2017-04-25 12:38:00,11238 W DILLING ST,,Building,16014-20001-04608,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Issued,Accessory Dwelling Unit,"Supplement To Original Permit To Revise Scope Of Work To Read;"" Convert Detached Garage To Accessory Dwelling Unit Per Ab 2299 And Sb 1069,  With Addition Of  15'-4"" X 20'-2"" For New Bedroom"".",91602.0,1.0,2017.0,
331,Applications Submitted,9.0,,,,1124 E 27TH ST,2006-03-06 00:00:00,Building,06014-10000-01926,1 or 2 Family Dwelling,Bldg-Addition,,Verifications in Progress,Dwelling - Single Family,2nd Unit 2 Bedrm 1 Bet Kitchen 759 Sf To The Existing Sfd,90011.0,1.0,,2006.0
332,Permits without CofO,5.0,,1.0,2017-05-23 13:41:00,1124 S ALFRED ST,,Building,17016-30000-04473,1 or 2 Family Dwelling,Bldg-Addition,324.0,Issued,Dwelling - Single Family,Convert The Existing Garage To An Accessory Dwelling Unit Per Ab 2299 And Sb1069.,90035.0,1.0,2017.0,
333,Applications Submitted,5.0,,1.0,,1124 S ELM DR,2017-01-04 00:00:00,Building,17014-20000-00025,1 or 2 Family Dwelling,Bldg-Addition,369.0,PC Info Complete,Accessory Dwelling Unit,"Add 2'2"" X 21' To Expand Detached Garage And  Add 21' X 17'7"" 2nd Floor For New Accessory Dwelling Unit Per Ab2299 & Sb 1069.
",90035.0,1.0,,2017.0
334,Permits without CofO,9.0,,1.0,2003-11-03 00:00:00,1124-1126 E 23RD ST,,Building,02016-70000-05634,1 or 2 Family Dwelling,Bldg-Alter/Repair,1377.0,Permit Finaled,Duplex,37' X 50' New Second Floor To Create Second Dwelling Unit By Reducing  Ceiling Height Of The Existing Sfd Located At  Ground Floor  Level To Create A Duplex. (Total Floor Area Added: 1377sf)  Thus Converting One Story Sfd To Two Story Duplex.,90011.0,1.0,2003.0,
335,Permits with CofO,11.0,2014-11-25 09:13:00,1.0,2014-02-04 09:47:00,11241-11243 W LUCERNE AVE,,Building,13016-20000-26197,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,CofO Issued,Duplex,"Convert (E)36'-4"" X 39' Irreg. Shaped Portion On 1st Floor Of 2 Story Sfd Into 2nd Dwelling Per Ab 1866 (Zoning Memo No. 120)  Add Ext. Stair To Front Unit, Relocate Closet Door And Add (N)Ext. Door/Ramp To (E)Bedroom.",90230.0,1.0,2014.0,
336,Applications Submitted,12.0,,1.0,,11256 N GLORIA AVE,2017-05-24 00:00:00,Building,17010-20000-02034,1 or 2 Family Dwelling,Bldg-New,736.0,Reviewed by Supervisor,Accessory Dwelling Unit,"New 33'-0""X24'-0"" Accessory Dwelling Unit Per Ab 2299 & Sb 1069. Work Per Wfpp.
****Reverse Corner Lot, Side Yard Is Less Than The Front Yard Of Adjacent Property, Not Permitted******To Be Updated***",91344.0,1.0,,2017.0
337,Applications Submitted,7.0,,0.0,,11260 N HEWITT AVE,2004-06-17 00:00:00,Building,04010-20000-02940,1 or 2 Family Dwelling,Bldg-New,640.0,Reviewed by Supervisor,Dwelling - Single Family,"New  1-Story ""Second Dwelling Unit"",  640 Sq.Ft. Max. Floor Area.",91340.0,1.0,,2004.0
338,Permits with CofO,7.0,2007-10-25 09:48:00,1.0,2005-02-18 00:00:00,11260 N TELFAIR AVE,,Building,05010-20000-00365,1 or 2 Family Dwelling,Bldg-New,639.0,CofO Issued,Dwelling - Single Family,New 35'X19' Irreg.-Shaped Second Dwelling Unit - All Work Per Type V Std. Plans,91340.0,1.0,2005.0,
339,Applications Submitted,7.0,,,,11269 N GLENOAKS BLVD,2016-09-26 00:00:00,Building,16014-20000-04536,1 or 2 Family Dwelling,Bldg-Addition,821.88,Reviewed by Supervisor,Dwelling - Single Family,"Convert (E) Rec Room And (E) Storage To Accessory Dwelling Unit Per Ab 2299 And Sb 1069
""Comply With Department Order Effective Date
07/02/2015. Permit Will Expire 30 Days From Issuance Date""",91331.0,1.0,,2016.0
340,Permits without CofO,7.0,,1.0,2015-10-26 15:35:00,11270 N BORDEN AVE,,Building,15010-20000-02806,1 or 2 Family Dwelling,Bldg-New,1040.0,Issued,Dwelling - Single Family,"(N) 43'-5"" X 23'-0"" Second Dwelling &  5'-0"" X 8'-0""  Attached Porch  Per Za Memo #120.",91331.0,1.0,2015.0,
341,Permits without CofO,7.0,,1.0,2012-04-10 11:40:00,11270-11272 W OSBORNE ST,,Building,12016-20000-02259,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Duplex,"Convert Second Floor 795 Sq Ft Portion Of (E) Sfd/Att Garage To 2nd Dwelling Unit Per Za # 120.(See Comments).""Comply With Department Order Effective Date May 24,2011""",91342.0,1.0,2012.0,
342,Permits with CofO,15.0,2014-01-03 14:35:00,1.0,2013-01-11 10:08:00,1129 W 15TH ST,,Building,12010-40000-01405,1 or 2 Family Dwelling,Bldg-New,1434.0,CofO Issued,Dwelling - Single Family,New 2 Story Second Dwelling Unit  Pursuant Za Memorandum No. 120 (Ab1866). ,90731.0,1.0,2013.0,
343,Applications Submitted,4.0,,1.0,,1130 N SIERRA ALTA WAY,2012-09-13 00:00:00,Building,12014-10000-03297,1 or 2 Family Dwelling,Bldg-Addition,300.0,Reviewed by Supervisor,Dwelling - Single Family,"2nd-Story Addition To (E)Detached 2-Car Garage Converting To Single-Family Dwelling (2nd Units On R-1 Zone, 300 Sqft). ",90069.0,1.0,,2012.0
344,Permits with CofO,6.0,2006-06-28 14:34:00,1.0,2006-04-17 00:00:00,11302 W COVELLO ST,,Building,06010-20000-01268,1 or 2 Family Dwelling,Bldg-New,640.0,CofO Issued,Dwelling - Single Family,New Detached 2nd Dwelling W/ Open Parking  ((640 S.F. Max)),91352.0,1.0,2006.0,
345,Permits with CofO,15.0,2006-10-30 07:10:00,1.0,2006-06-02 00:00:00,11307-11309 S HOOPER AVE,,Building,06010-10000-01919,1 or 2 Family Dwelling,Bldg-Addition,711.0,CofO Issued,Duplex,Convert Single Family Dwelling To Duplex By Adding A Second Unitin The Back      (711 Sq Ft).  Comply With Department Order Effective Date 11/10/2005.  Permit Will Expire 30 Days From Issuance Date.,90059.0,1.0,2006.0,
